position,title,link,redirect_link,displayed_link,snippet,snippet_highlighted_words,source,sitelinks,must_include,missing,date,search_param_q,search_param_google_domain,search_param_gl,search_param_device,source_file
4,OANDA (@oanda) • Instagram photos and videos,https://www.instagram.com/oanda/?hl=en,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.instagram.com/oanda/%3Fhl%3Den&ved=2ahUKEwjkreqRrOuMAxVJkIkEHXJGBeU4ChAWegQIFxAB,28K+ followers,"OANDA corporation is a trusted & award-winning provider of forex trading. Losses can exceed deposits. 135 West 41st Street, New York, New York 10036.",['OANDA'],Instagram · oanda,,,,,Oanda,google.com,sg,desktop,serp_api_Oanda_sg_20250422_173915.csv
5,OANDA Prop Trader: Proprietary Trading Firm,https://proptrader.oanda.com/en/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://proptrader.oanda.com/en/&ved=2ahUKEwjkreqRrOuMAxVJkIkEHXJGBeU4ChAWegQIFBAB,https://proptrader.oanda.com › ...,OANDA Prop Trader offers the opportunity for aspiring and experienced traders to trade using virtual funds and earn a real profit share up to 90%. What is prop ...,['offers the opportunity for aspiring and experienced traders'],OANDA Prop Trader,,,,,Oanda,google.com,sg,desktop,serp_api_Oanda_sg_20250422_173915.csv
6,OANDA — Reviews and Terms,https://www.tradingview.com/broker/OANDA/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.tradingview.com/broker/OANDA/&ved=2ahUKEwjkreqRrOuMAxVJkIkEHXJGBeU4ChAWegQIGRAB,https://www.tradingview.com › broker › OANDA,"Fully regulated, OANDA offers competitive spreads on 70 forex pairs, including all the majors and minors. Voted """"Most Popular Broker"""" by TradingView three ...",['competitive spreads on 70 forex pairs'],TradingView,,,,,Oanda,google.com,sg,desktop,serp_api_Oanda_sg_20250422_173915.csv
7,Forex CFD Trading Cost | Trading Charges and Fees,https://www.oanda.com/sg-en/trading/our-charges/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.oanda.com/sg-en/trading/our-charges/&ved=2ahUKEwjkreqRrOuMAxVJkIkEHXJGBeU4ChAWegQIKxAB,https://www.oanda.com › sg-en › trading › our-charges,"Learn about OANDA's charges and fees before trading, so you'll know exactly how much you're paying when you trade with us.","[""Learn about OANDA's charges and fees""]",Oanda,,,,,Oanda,google.com,sg,desktop,serp_api_Oanda_sg_20250422_173915.csv
8,OANDA - Forex and CFD trading – Apps on Google Play,https://play.google.com/store/apps/details?id=com.oanda.fxtrade&hl=en_SG,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://play.google.com/store/apps/details%3Fid%3Dcom.oanda.fxtrade%26hl%3Den_SG&ved=2ahUKEwjkreqRrOuMAxVJkIkEHXJGBeU4ChAWegQILxAB,https://play.google.com › store › apps › details › id=com...,"Trade CFDs on major global instruments, including forex, indices and commodities.Start investing with OANDA, an award-winning global broker with experience ...",['OANDA'],Google Play,,,,,Oanda,google.com,sg,desktop,serp_api_Oanda_sg_20250422_173915.csv
9,MarketPulse - The Beat of the Global Markets,https://www.marketpulse.com/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.marketpulse.com/&ved=2ahUKEwjkreqRrOuMAxVJkIkEHXJGBeU4ChAWegQIKRAB,https://www.marketpulse.com,"The Beat of the Global Markets. MarketPulse provides in-depth insights into major economic trends and events that impact the market, ...",['provides in-depth insights into major economic trends and events'],marketpulse.com,,,,,Oanda,google.com,sg,desktop,serp_api_Oanda_sg_20250422_173915.csv
10,Our History | OANDA Up To Now,https://www.oanda.com/group/about-us/history/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.oanda.com/group/about-us/history/&ved=2ahUKEwjkreqRrOuMAxVJkIkEHXJGBeU4ChAWegQILBAB,https://www.oanda.com › group › about-us › history,"Learn about our history here at OANDA, a leader in currency data, offering forex and CFD trading, corporate FX payments and exchange rates services.",['Learn about our history here at OANDA'],Oanda,,,,,Oanda,google.com,sg,desktop,serp_api_Oanda_sg_20250422_173915.csv
1,TIOmarkets | Top Rated Broker | Online Trading Platform,https://tiomarkets.com/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tiomarkets.com/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDsQAQ,https://tiomarkets.com,Trade with a reputable broker. Unlock endless opportunities and exponentially amplify your potential in the financial markets.,[],TIOmarkets,"{'expanded': [{'title': 'Online Trading | Forex | CFDs', 'link': 'https://tiomarkets.com/en/login', 'snippet': 'TIO Markets Ltd. is authorised by Mwali International Services ...'}, {'title': 'Register here', 'link': 'https://tiomarkets.com/en/register', 'snippet': 'Start trading with a top-rated broker · 30% Loyalty deposit ...'}, {'title': 'Trading accounts comparison', 'link': 'https://tiomarkets.com/en/accounts', 'snippet': 'Select an account that is right for you and start trading Forex ...'}, {'title': 'Forex Trading Bonus, Promos ...', 'link': 'https://tiomarkets.com/en/promotions', 'snippet': 'From exclusive rewards for referring friends to forex trading ...'}, {'title': 'Demo Trading Account', 'link': 'https://tiomarkets.com/en/demo', 'snippet': 'Follow these detailed steps to start demo trading on the MT4 or ...'}]}",,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
2,TIOmarkets | Online Trading | Forex | CFDs | Stocks,https://tiomarkets.eu/en/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tiomarkets.eu/en/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDIQAQ,https://tiomarkets.eu › ...,"TIOmarkets is a leading online trading platform. Trade Forex, CFDs, Stocks, Commodities and Indices. Trade with low spreads, fast execution and no ...",['TIOmarkets is a leading online trading platform'],tiomarkets.eu,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
3,TIOmarkets,https://www.instagram.com/tiomarkets/?hl=en,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.instagram.com/tiomarkets/%3Fhl%3Den&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDkQAQ,3.1K+ followers,"Trade forex, stocks, indices & commodities markets with low fees. Trading is risky! tiomarkets.com Follow Message","['Trade forex, stocks, indices & commodities markets']",Instagram · tiomarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
4,TIOmarkets,https://vc.linkedin.com/company/tiomarkets,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://vc.linkedin.com/company/tiomarkets&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDMQAQ,4K+ followers,This week's economic calendar is packed with high-impact events! Don't miss out – see below for the full calendar and make informed trading decisions.,[],LinkedIn · TIOmarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
5,The Truth About Trading - TioMarkets,https://www.youtube.com/watch?v=fyVnKh7GcBA,,36.2K+ views · 5 months ago,Trading is like gambling and he gave his honest opinion as to why this industry has such a bad name.,[],YouTube · Yianni,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
6,TIOmarkets,https://www.facebook.com/TIOmarkets/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.facebook.com/TIOmarkets/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECHIQAQ,8.5K+ followers,This week's economic calendar is packed with high-impact events! Don't miss out – see below for the full calendar and make informed trading decisions.,['economic calendar is packed with high-impact events'],Facebook · TIOmarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
7,TIOmarkets - X,https://x.com/tiomarkets?lang=en,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://x.com/tiomarkets%3Flang%3Den&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECG0QAQ,https://x.com › tiomarkets,Online Forex broker. Trade financial markets. The content of this page is not intended to EU residence. Visit our website to learn more.,['Online Forex broker'],x.com,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
1,TIOmarkets - X,https://x.com/tiomarkets?lang=en,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://x.com/tiomarkets%3Flang%3Den&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIFxAB,https://x.com › tiomarkets,Online Forex broker. Trade financial markets. The content of this page is not intended to EU residence. Visit our website to learn more.,['Online Forex broker'],x.com,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
2,Tio Markets Review And Rating,"https://www.myfxbook.com/reviews/brokers/tio-markets/1800945,1","https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.myfxbook.com/reviews/brokers/tio-markets/1800945,1&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIFRAB",https://www.myfxbook.com › Reviews › Brokers,"TIOmarkets is an online trading broker committed to providing a low-cost trading environment to new and experienced FX traders, worldwide.",['TIOmarkets'],Myfxbook.com,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
3,TIOmarkets - Crunchbase Company Profile & Funding,https://www.crunchbase.com/organization/tiomarkets,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.crunchbase.com/organization/tiomarkets&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIGhAB,https://www.crunchbase.com › organization › tiomarkets,"TIOmarkets provides trading, cryptocurrency, risk management, consulting, accounting, and financial services. Kingstown, Cumbria, United Kingdom · 101-250 ...",['TIOmarkets'],Crunchbase,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
4,TIOmarkets | UK based Forex CFD broker,https://tiomarkets.uk/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tiomarkets.uk/&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIGBAB,https://tiomarkets.uk,"TIOmarkets is a leading online trading platform. Trade Forex, CFDs, Stocks, Commodities and Indices. Trade with low spreads, fast execution and no ...",['TIOmarkets is a leading online trading platform'],tiomarkets.uk,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
5,TIOmarkets,https://www.youtube.com/channel/UCnhSFqXMFQo4D21aaJLm-VA,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/channel/UCnhSFqXMFQo4D21aaJLm-VA&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIGRAB,6.6K+ followers,"TIOmarkets is a multi award winning broker, providing seamless and real time access to global financial markets. Trade Forex, indices, commodity and stock ...",['TIOmarkets'],YouTube · TIOmarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
6,"TIOmarkets ‌Review 2025: Pros, Cons and Key Features",https://tradersunion.com/brokers/forex/view/tiomarkets/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tradersunion.com/brokers/forex/view/tiomarkets/&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIFBAB,https://tradersunion.com › brokers › forex › view › tio...,TIOmarkets is a moderate-risk broker with the TU Overall Score of 6.99 out of 10. Having reviewed trading opportunities offered by the ...,['TIOmarkets is a moderate-risk broker'],Traders Union,,,,1 Apr 2025,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
7,Trader Tiomarkets — Trading Ideas & Charts,https://www.tradingview.com/u/Tiomarkets/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.tradingview.com/u/Tiomarkets/&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIExAB,https://www.tradingview.com › Tiomarkets,"Charts, forecasts and trading ideas from trader Tiomarkets. Get unique market insights from the largest community of active traders and investors.","['Charts, forecasts and trading ideas from trader Tiomarkets']",TradingView,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
8,Is TIOmarkets safe or a scam broker?,https://brokerchooser.com/safety/tiomarkets-broker-safe-or-scam,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://brokerchooser.com/safety/tiomarkets-broker-safe-or-scam&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIMxAB,https://brokerchooser.com › safety › tiomarkets-broker-s...,You can rest assured that TIOmarkets is not a scam but a legitimate entity. Regulated by the UK's Financial Conduct Authority. Why I recommend ...,['TIOmarkets is not a scam but a legitimate entity'],BrokerChooser,,,,7 days ago,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
9,TIOmarkets Apps on the App Store,https://apps.apple.com/in/developer/tiomarkets/id1564062380,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://apps.apple.com/in/developer/tiomarkets/id1564062380&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQINBAB,https://apps.apple.com › developer › tiomarkets,"Download apps by TIOmarkets, including TIOsignals: FX Trading Signals.",['Download apps by TIOmarkets'],Apple,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
10,"TIO Markets Review, Forex Broker&Trading ...",https://www.wikifx.com/en/dealer/8731270205.html,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.wikifx.com/en/dealer/8731270205.html&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIORAB,https://www.wikifx.com › WikiFX › Broker,"TIO Markets is a forex and CFD broker registered in the United Kingdom, offering diversified trading products including currency pairs, indices and commodities ...",['TIO Markets'],WikiFX,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_173915.csv
1,TIOmarkets | Top Rated Broker | Online Trading Platform,https://tiomarkets.com/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tiomarkets.com/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDsQAQ,https://tiomarkets.com,Trade with a reputable broker. Unlock endless opportunities and exponentially amplify your potential in the financial markets.,[],TIOmarkets,"{'expanded': [{'title': 'Online Trading | Forex | CFDs', 'link': 'https://tiomarkets.com/en/login', 'snippet': 'TIO Markets Ltd. is authorised by Mwali International Services ...'}, {'title': 'Register here', 'link': 'https://tiomarkets.com/en/register', 'snippet': 'Start trading with a top-rated broker · 30% Loyalty deposit ...'}, {'title': 'Trading accounts comparison', 'link': 'https://tiomarkets.com/en/accounts', 'snippet': 'Select an account that is right for you and start trading Forex ...'}, {'title': 'Forex Trading Bonus, Promos ...', 'link': 'https://tiomarkets.com/en/promotions', 'snippet': 'From exclusive rewards for referring friends to forex trading ...'}, {'title': 'Demo Trading Account', 'link': 'https://tiomarkets.com/en/demo', 'snippet': 'Follow these detailed steps to start demo trading on the MT4 or ...'}]}",,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
2,TIOmarkets | Online Trading | Forex | CFDs | Stocks,https://tiomarkets.eu/en/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tiomarkets.eu/en/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDIQAQ,https://tiomarkets.eu › ...,"TIOmarkets is a leading online trading platform. Trade Forex, CFDs, Stocks, Commodities and Indices. Trade with low spreads, fast execution and no ...",['TIOmarkets is a leading online trading platform'],tiomarkets.eu,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
3,TIOmarkets,https://www.instagram.com/tiomarkets/?hl=en,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.instagram.com/tiomarkets/%3Fhl%3Den&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDkQAQ,3.1K+ followers,"Trade forex, stocks, indices & commodities markets with low fees. Trading is risky! tiomarkets.com Follow Message","['Trade forex, stocks, indices & commodities markets']",Instagram · tiomarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
4,TIOmarkets,https://vc.linkedin.com/company/tiomarkets,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://vc.linkedin.com/company/tiomarkets&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDMQAQ,4K+ followers,This week's economic calendar is packed with high-impact events! Don't miss out – see below for the full calendar and make informed trading decisions.,[],LinkedIn · TIOmarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
5,The Truth About Trading - TioMarkets,https://www.youtube.com/watch?v=fyVnKh7GcBA,,36.2K+ views · 5 months ago,Trading is like gambling and he gave his honest opinion as to why this industry has such a bad name.,[],YouTube · Yianni,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
6,TIOmarkets,https://www.facebook.com/TIOmarkets/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.facebook.com/TIOmarkets/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECHIQAQ,8.5K+ followers,This week's economic calendar is packed with high-impact events! Don't miss out – see below for the full calendar and make informed trading decisions.,['economic calendar is packed with high-impact events'],Facebook · TIOmarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
7,TIOmarkets - X,https://x.com/tiomarkets?lang=en,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://x.com/tiomarkets%3Flang%3Den&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECG0QAQ,https://x.com › tiomarkets,Online Forex broker. Trade financial markets. The content of this page is not intended to EU residence. Visit our website to learn more.,['Online Forex broker'],x.com,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
1,TIOmarkets - X,https://x.com/tiomarkets?lang=en,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://x.com/tiomarkets%3Flang%3Den&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIFxAB,https://x.com › tiomarkets,Online Forex broker. Trade financial markets. The content of this page is not intended to EU residence. Visit our website to learn more.,['Online Forex broker'],x.com,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
2,Tio Markets Review And Rating,"https://www.myfxbook.com/reviews/brokers/tio-markets/1800945,1","https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.myfxbook.com/reviews/brokers/tio-markets/1800945,1&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIFRAB",https://www.myfxbook.com › Reviews › Brokers,"TIOmarkets is an online trading broker committed to providing a low-cost trading environment to new and experienced FX traders, worldwide.",['TIOmarkets'],Myfxbook.com,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
3,TIOmarkets - Crunchbase Company Profile & Funding,https://www.crunchbase.com/organization/tiomarkets,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.crunchbase.com/organization/tiomarkets&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIGhAB,https://www.crunchbase.com › organization › tiomarkets,"TIOmarkets provides trading, cryptocurrency, risk management, consulting, accounting, and financial services. Kingstown, Cumbria, United Kingdom · 101-250 ...",['TIOmarkets'],Crunchbase,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
4,TIOmarkets | UK based Forex CFD broker,https://tiomarkets.uk/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tiomarkets.uk/&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIGBAB,https://tiomarkets.uk,"TIOmarkets is a leading online trading platform. Trade Forex, CFDs, Stocks, Commodities and Indices. Trade with low spreads, fast execution and no ...",['TIOmarkets is a leading online trading platform'],tiomarkets.uk,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
5,TIOmarkets,https://www.youtube.com/channel/UCnhSFqXMFQo4D21aaJLm-VA,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.youtube.com/channel/UCnhSFqXMFQo4D21aaJLm-VA&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIGRAB,6.6K+ followers,"TIOmarkets is a multi award winning broker, providing seamless and real time access to global financial markets. Trade Forex, indices, commodity and stock ...",['TIOmarkets'],YouTube · TIOmarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
6,"TIOmarkets ‌Review 2025: Pros, Cons and Key Features",https://tradersunion.com/brokers/forex/view/tiomarkets/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tradersunion.com/brokers/forex/view/tiomarkets/&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIFBAB,https://tradersunion.com › brokers › forex › view › tio...,TIOmarkets is a moderate-risk broker with the TU Overall Score of 6.99 out of 10. Having reviewed trading opportunities offered by the ...,['TIOmarkets is a moderate-risk broker'],Traders Union,,,,1 Apr 2025,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
7,Trader Tiomarkets — Trading Ideas & Charts,https://www.tradingview.com/u/Tiomarkets/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.tradingview.com/u/Tiomarkets/&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIExAB,https://www.tradingview.com › Tiomarkets,"Charts, forecasts and trading ideas from trader Tiomarkets. Get unique market insights from the largest community of active traders and investors.","['Charts, forecasts and trading ideas from trader Tiomarkets']",TradingView,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
8,Is TIOmarkets safe or a scam broker?,https://brokerchooser.com/safety/tiomarkets-broker-safe-or-scam,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://brokerchooser.com/safety/tiomarkets-broker-safe-or-scam&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIMxAB,https://brokerchooser.com › safety › tiomarkets-broker-s...,You can rest assured that TIOmarkets is not a scam but a legitimate entity. Regulated by the UK's Financial Conduct Authority. Why I recommend ...,['TIOmarkets is not a scam but a legitimate entity'],BrokerChooser,,,,7 days ago,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
9,TIOmarkets Apps on the App Store,https://apps.apple.com/in/developer/tiomarkets/id1564062380,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://apps.apple.com/in/developer/tiomarkets/id1564062380&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQINBAB,https://apps.apple.com › developer › tiomarkets,"Download apps by TIOmarkets, including TIOsignals: FX Trading Signals.",['Download apps by TIOmarkets'],Apple,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
10,"TIO Markets Review, Forex Broker&Trading ...",https://www.wikifx.com/en/dealer/8731270205.html,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.wikifx.com/en/dealer/8731270205.html&ved=2ahUKEwi4n_aWrOuMAxWwFFkFHaPrL5k4ChAWegQIORAB,https://www.wikifx.com › WikiFX › Broker,"TIO Markets is a forex and CFD broker registered in the United Kingdom, offering diversified trading products including currency pairs, indices and commodities ...",['TIO Markets'],WikiFX,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_175243.csv
1,TIOmarkets | Top Rated Broker | Online Trading Platform,https://tiomarkets.com/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tiomarkets.com/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDsQAQ,https://tiomarkets.com,Trade with a reputable broker. Unlock endless opportunities and exponentially amplify your potential in the financial markets.,[],TIOmarkets,"{'expanded': [{'title': 'Online Trading | Forex | CFDs', 'link': 'https://tiomarkets.com/en/login', 'snippet': 'TIO Markets Ltd. is authorised by Mwali International Services ...'}, {'title': 'Register here', 'link': 'https://tiomarkets.com/en/register', 'snippet': 'Start trading with a top-rated broker · 30% Loyalty deposit ...'}, {'title': 'Trading accounts comparison', 'link': 'https://tiomarkets.com/en/accounts', 'snippet': 'Select an account that is right for you and start trading Forex ...'}, {'title': 'Forex Trading Bonus, Promos ...', 'link': 'https://tiomarkets.com/en/promotions', 'snippet': 'From exclusive rewards for referring friends to forex trading ...'}, {'title': 'Demo Trading Account', 'link': 'https://tiomarkets.com/en/demo', 'snippet': 'Follow these detailed steps to start demo trading on the MT4 or ...'}]}",,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_180024.csv
2,TIOmarkets | Online Trading | Forex | CFDs | Stocks,https://tiomarkets.eu/en/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://tiomarkets.eu/en/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDIQAQ,https://tiomarkets.eu › ...,"TIOmarkets is a leading online trading platform. Trade Forex, CFDs, Stocks, Commodities and Indices. Trade with low spreads, fast execution and no ...",['TIOmarkets is a leading online trading platform'],tiomarkets.eu,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_180024.csv
3,TIOmarkets,https://www.instagram.com/tiomarkets/?hl=en,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.instagram.com/tiomarkets/%3Fhl%3Den&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDkQAQ,3.1K+ followers,"Trade forex, stocks, indices & commodities markets with low fees. Trading is risky! tiomarkets.com Follow Message","['Trade forex, stocks, indices & commodities markets']",Instagram · tiomarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_180024.csv
4,TIOmarkets,https://vc.linkedin.com/company/tiomarkets,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://vc.linkedin.com/company/tiomarkets&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECDMQAQ,4K+ followers,This week's economic calendar is packed with high-impact events! Don't miss out – see below for the full calendar and make informed trading decisions.,[],LinkedIn · TIOmarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_180024.csv
5,The Truth About Trading - TioMarkets,https://www.youtube.com/watch?v=fyVnKh7GcBA,,36.2K+ views · 5 months ago,Trading is like gambling and he gave his honest opinion as to why this industry has such a bad name.,[],YouTube · Yianni,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_180024.csv
6,TIOmarkets,https://www.facebook.com/TIOmarkets/,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://www.facebook.com/TIOmarkets/&ved=2ahUKEwjO-6qWrOuMAxVcTDABHQNHKZwQFnoECHIQAQ,8.5K+ followers,This week's economic calendar is packed with high-impact events! Don't miss out – see below for the full calendar and make informed trading decisions.,['economic calendar is packed with high-impact events'],Facebook · TIOmarkets,,,,,TioMarkets,google.com,sg,desktop,serp_api_TioMarkets_sg_20250422_180024.csv
